"C3.spc - RawData"
"Wavelength nm."	"Abs."
220.00	0.405
222.00	0.382
224.00	0.357
226.00	0.331
228.00	0.302
230.00	0.270
232.00	0.237
234.00	0.205
236.00	0.174
238.00	0.147
240.00	0.123
242.00	0.101
244.00	0.085
246.00	0.071
248.00	0.061
250.00	0.052
252.00	0.046
254.00	0.042
256.00	0.040
258.00	0.038
260.00	0.037
262.00	0.036
264.00	0.036
266.00	0.036
268.00	0.035
270.00	0.032
272.00	0.030
274.00	0.026
276.00	0.022
278.00	0.018
280.00	0.013
282.00	0.009
284.00	0.006
286.00	0.005
288.00	0.004
290.00	0.003
292.00	0.003
294.00	0.003
296.00	0.003
298.00	0.002
300.00	0.002
302.00	0.002
304.00	0.003
306.00	0.001
308.00	0.000
310.00	-0.000
312.00	-0.001
314.00	-0.002
316.00	-0.002
318.00	-0.002
320.00	-0.002
322.00	-0.003
324.00	-0.002
326.00	-0.002
328.00	-0.002
330.00	-0.003
332.00	-0.003
334.00	-0.002
336.00	-0.002
338.00	-0.002
340.00	-0.003
342.00	-0.002
344.00	-0.002
346.00	-0.002
348.00	-0.002
350.00	-0.002
352.00	-0.003
354.00	-0.003
356.00	-0.002
358.00	-0.002
360.00	-0.002
362.00	-0.002
364.00	-0.004
366.00	-0.002
368.00	-0.002
370.00	-0.002
372.00	-0.002
374.00	-0.002
376.00	-0.002
378.00	-0.002
380.00	-0.002
382.00	-0.002
384.00	-0.002
386.00	-0.002
388.00	-0.002
390.00	-0.002
392.00	-0.002
394.00	-0.002
396.00	-0.002
398.00	-0.001
400.00	-0.002
