"C8.spc - RawData"
"Wavelength nm."	"Abs."
220.00	2.852
222.00	2.722
224.00	2.573
226.00	2.407
228.00	2.206
230.00	1.987
232.00	1.752
234.00	1.518
236.00	1.299
238.00	1.100
240.00	0.923
242.00	0.770
244.00	0.646
246.00	0.551
248.00	0.476
250.00	0.416
252.00	0.372
254.00	0.340
256.00	0.318
258.00	0.307
260.00	0.300
262.00	0.294
264.00	0.292
266.00	0.291
268.00	0.282
270.00	0.265
272.00	0.247
274.00	0.224
276.00	0.196
278.00	0.164
280.00	0.129
282.00	0.099
284.00	0.080
286.00	0.071
288.00	0.067
290.00	0.065
292.00	0.065
294.00	0.064
296.00	0.063
298.00	0.061
300.00	0.058
302.00	0.054
304.00	0.051
306.00	0.043
308.00	0.037
310.00	0.031
312.00	0.025
314.00	0.021
316.00	0.018
318.00	0.014
320.00	0.012
322.00	0.010
324.00	0.009
326.00	0.009
328.00	0.008
330.00	0.007
332.00	0.007
334.00	0.007
336.00	0.007
338.00	0.007
340.00	0.006
342.00	0.006
344.00	0.006
346.00	0.006
348.00	0.006
350.00	0.006
352.00	0.006
354.00	0.006
356.00	0.006
358.00	0.006
360.00	0.006
362.00	0.006
364.00	0.004
366.00	0.006
368.00	0.006
370.00	0.005
372.00	0.006
374.00	0.006
376.00	0.006
378.00	0.006
380.00	0.006
382.00	0.006
384.00	0.005
386.00	0.006
388.00	0.006
390.00	0.006
392.00	0.006
394.00	0.006
396.00	0.005
398.00	0.006
400.00	0.005
