"A4.spc - RawData"
"Wavelength nm."	"Abs."
220.00	2.075
222.00	1.977
224.00	1.863
226.00	1.736
228.00	1.586
230.00	1.426
232.00	1.258
234.00	1.092
236.00	0.929
238.00	0.785
240.00	0.659
242.00	0.552
244.00	0.465
246.00	0.396
248.00	0.340
250.00	0.297
252.00	0.266
254.00	0.243
256.00	0.227
258.00	0.218
260.00	0.213
262.00	0.208
264.00	0.207
266.00	0.205
268.00	0.198
270.00	0.186
272.00	0.170
274.00	0.153
276.00	0.131
278.00	0.106
280.00	0.079
282.00	0.057
284.00	0.042
286.00	0.034
288.00	0.030
290.00	0.028
292.00	0.028
294.00	0.027
296.00	0.027
298.00	0.026
300.00	0.024
302.00	0.023
304.00	0.023
306.00	0.018
308.00	0.015
310.00	0.012
312.00	0.010
314.00	0.008
316.00	0.007
318.00	0.005
320.00	0.004
322.00	0.003
324.00	0.003
326.00	0.003
328.00	0.002
330.00	0.002
332.00	0.003
334.00	0.002
336.00	0.002
338.00	0.002
340.00	0.002
342.00	0.002
344.00	0.002
346.00	0.003
348.00	0.002
350.00	0.002
352.00	0.002
354.00	0.002
356.00	0.002
358.00	0.002
360.00	0.002
362.00	0.002
364.00	0.001
366.00	0.002
368.00	0.001
370.00	0.001
372.00	0.002
374.00	0.002
376.00	0.002
378.00	0.002
380.00	0.002
382.00	0.002
384.00	0.002
386.00	0.002
388.00	0.002
390.00	0.002
392.00	0.002
394.00	0.002
396.00	0.002
398.00	0.002
400.00	0.002
